X,Y,COLOR
74,55,0
51,64,3
59,80,0
67,43,0
41,47,2
59,36,3
65,66,0
94,20,1
49,7,1
91,89,1
67,19,0
28,99,1
68,97,1
52,43,2
92,29,1
34,60,3
63,25,0
93,78,1
42,1,1
0,51,1
16,33,0
46,82,0
23,14,1
91,58,1
78,98,1
60,57,3
76,0,1
3,95,1
14,8,1
65,69,0
82,24,0
45,27,3
17,75,0
13,8,1
47,22,0
40,11,1
11,94,1
11,6,1
47,70,0
55,41,3
89,31,1
3,42,1
5,23,1
31,36,3
36,20,0
26,94,1
9,92,1
97,83,1
34,61,3
45,48,2
98,21,1
81,6,1
73,39,0
97,14,1
0,10,1
92,44,1
31,90,1
60,69,0
53,59,3
48,27,3
78,16,0
93,12,1
79,74,0
72,97,1
58,51,3
71,61,0
71,35,0
27,93,1
35,13,1
13,56,1
18,82,0
30,67,0
87,55,1
43,76,0
76,3,1
97,38,1
54,6,1
52,37,2
97,17,1
35,31,3
97,8,1
99,90,1
4,0,1
72,98,1
15,82,1
85,27,1
20,43,0
35,37,3
21,87,1
33,52,3
37,83,0
45,69,0
40,56,3
77,95,1
68,87,1
88,71,1
84,97,1
52,56,3
9,79,1
2,45,1
77,0,1
70,94,1
66,48,0
68,46,0
34,20,0
44,8,1
21,92,1
27,77,0
4,0,1
79,97,1
97,6,1
76,39,0
97,34,1
24,19,0
88,27,1
31,3,1
42,74,0
19,26,0
92,75,1
7,74,1
22,5,1
49,46,2
73,86,1
3,25,1
19,40,0
12,30,1
9,30,1
47,55,3
61,8,1
0,84,1
68,20,0
80,27,0
90,93,1
25,55,0
61,37,3
15,7,1
74,22,0
0,88,1
0,34,1
22,2,1
8,66,1
31,66,0
77,76,0
36,9,1
76,49,0
28,5,1
19,58,0
11,0,1
34,10,1
35,53,3
3,74,1
54,81,0
62,30,3
36,11,1
41,92,1
70,26,0
81,41,0
94,62,1
72,90,1
91,50,1
62,11,1
11,48,1
48,25,0
4,75,1
65,75,0
85,90,1
67,63,0
59,0,1
48,19,0
86,21,1
60,82,0
55,53,3
79,58,0
88,54,1
89,83,1
56,83,0
50,33,3
97,20,1
4,11,1
8,36,1
55,38,3
77,53,0
58,49,3
44,7,1
93,53,1
59,2,1
18,94,1
10,2,1
48,69,0
41,18,0
22,60,0
71,39,0
4,3,1
3,29,1
4,73,1
87,69,1
16,87,1
87,87,1
25,5,1
66,81,0
36,65,0
81,12,1
45,98,1
62,33,3
66,4,1
65,42,0
38,19,0
35,15,1
92,54,1
12,81,1
60,85,1
84,41,0
8,12,1
16,68,0
2,97,1
89,31,1
99,34,1
73,49,0
1,45,1
51,75,0
10,19,1
63,21,0
57,81,0
3,22,1
47,22,0
54,87,1
52,41,2
83,86,1
56,57,3
69,76,0
43,99,1
30,33,3
10,51,1
9,92,1
62,27,3
56,1,1
64,97,1
2,33,1
31,31,3
69,52,0
10,64,1
77,26,0
41,45,2
48,33,3
71,23,0
14,18,1
63,49,3
